"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101","","A7101","","C610101","","C610104","","C610105","","C610106","","C610107","","C610108","","C610109","","C610110","","C610111","","C610114","","C610115","","C610116","","C610117","","C610118","","C610119","","C610120","","C610121","","C610122","","D2201","","D2209","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A7101_世帯数【世帯】","注釈","C610101_売上金額（民営）（農林漁業）【百万円】","注釈","C610104_売上金額（民営）（非農林漁業（公務を除く））【百万円】","注釈","C610105_売上金額（民営）（鉱業、採石業、砂利採取業）【百万円】","注釈","C610106_売上金額（民営）（建設業）【百万円】","注釈","C610107_売上金額（民営）（製造業）【百万円】","注釈","C610108_売上金額（民営）（電気・ガス・熱供給・水道業）【百万円】","注釈","C610109_売上金額（民営）（情報通信業）【百万円】","注釈","C610110_売上金額（民営）（運輸業、郵便業）【百万円】","注釈","C610111_売上金額（民営）（卸売業、小売業）【百万円】","注釈","C610114_売上金額（民営）（金融業、保険業）【百万円】","注釈","C610115_売上金額（民営）（不動産業、物品賃貸業）【百万円】","注釈","C610116_売上金額（民営）（学術研究、専門・技術サービス業）【百万円】","注釈","C610117_売上金額（民営）（宿泊業、飲食サービス業）【百万円】","注釈","C610118_売上金額（民営）（生活関連サービス業、娯楽業）【百万円】","注釈","C610119_売上金額（民営）（教育、学習支援業）【百万円】","注釈","C610120_売上金額（民営）（医療、福祉）【百万円】","注釈","C610121_売上金額（民営）（複合サービス事業）【百万円】","注釈","C610122_売上金額（民営）（サービス業（他に分類されないもの））【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","D2209_一般財源（市町村財政）【千円】","注釈","I5101_病院数【施設】","注釈"
"2020100000","2020年度","29451","奈良県 上北山村","","444","","265","","32","","2,285","","0","","972","","634","","-","","-","","-","","435","","-","","X","","0","","78","","23","","-","","X","","X","","22","","0.12","","995,550","","0",""
"2020100000","2020年度","29452","奈良県 川上村","","1,156","","625","","374","","5,830","","0","","2,081","","1,999","","-","","-","","X","","468","","X","","61","","57","","285","","18","","X","","X","","109","","383","","0.23","","1,819,023","","0",""
"2020100000","2020年度","29453","奈良県 東吉野村","","1,502","","762","","223","","4,396","","0","","763","","1,154","","X","","-","","665","","399","","X","","0","","32","","89","","31","","-","","168","","127","","769","","0.13","","1,662,368","","0",""
"2020100000","2020年度","30201","和歌山県 和歌山市","","356,729","","157,666","","1,242","","4,761,139","","0","","318,476","","1,312,182","","98,057","","36,399","","182,593","","1,294,599","","326,329","","90,682","","57,338","","48,912","","64,295","","34,241","","794,690","","9,771","","92,576","","0.82","","71,154,467","","37",""
"2020100000","2020年度","30202","和歌山県 海南市","","48,369","","20,088","","331","","427,226","","X","","20,284","","218,431","","X","","1,442","","19,964","","120,420","","9,145","","2,934","","2,957","","3,998","","2,003","","1,585","","17,081","","2,845","","4,016","","0.55","","13,337,474","","5",""
"2020100000","2020年度","30203","和歌山県 橋本市","","60,818","","24,028","","696","","251,796","","X","","13,764","","53,152","","X","","415","","10,950","","94,144","","15,543","","4,971","","3,900","","5,122","","9,689","","2,926","","23,832","","3,406","","4,300","","0.46","","15,580,870","","3",""
"2020100000","2020年度","30204","和歌山県 有田市","","26,538","","10,270","","1,564","","540,008","","0","","26,539","","424,550","","X","","X","","3,950","","41,249","","7,520","","1,170","","18,694","","1,679","","1,387","","492","","7,833","","1,496","","3,429","","0.53","","7,116,659","","2",""
"2020100000","2020年度","30205","和歌山県 御坊市","","23,481","","10,123","","792","","213,149","","0","","18,870","","36,135","","X","","518","","2,566","","60,574","","14,079","","3,075","","3,088","","4,000","","5,242","","X","","14,257","","1,970","","3,808","","0.53","","7,336,037","","3",""
"2020100000","2020年度","30206","和歌山県 田辺市","","69,870","","31,215","","3,726","","464,877","","X","","55,924","","43,388","","22,743","","1,131","","12,363","","185,769","","48,038","","6,413","","X","","13,279","","14,853","","1,555","","34,126","","7,918","","11,208","","0.38","","24,021,145","","5",""
"2020100000","2020年度","30207","和歌山県 新宮市","","27,171","","13,123","","581","","192,767","","X","","30,082","","9,327","","494","","1,649","","6,621","","84,177","","16,808","","4,003","","X","","5,660","","6,436","","1,011","","14,869","","1,687","","3,674","","0.37","","9,720,753","","3",""
"2020100000","2020年度","30208","和歌山県 紀の川市","","58,816","","23,351","","3,165","","330,282","","0","","24,217","","124,060","","X","","88","","14,330","","108,106","","8,286","","1,855","","X","","2,762","","8,216","","3,658","","20,516","","5,239","","7,685","","0.40","","17,492,452","","4",""
"2020100000","2020年度","30209","和歌山県 岩出市","","53,967","","21,999","","212","","196,490","","X","","18,930","","21,851","","509","","173","","8,337","","78,927","","15,877","","4,329","","X","","7,376","","10,979","","1,654","","17,978","","2,840","","3,294","","0.64","","9,933,349","","4",""
"2020100000","2020年度","30304","和歌山県 紀美野町","","8,256","","3,474","","312","","29,439","","0","","5,005","","8,769","","-","","X","","3,664","","7,298","","209","","19","","X","","433","","681","","115","","1,862","","681","","671","","0.22","","4,768,770","","1",""
"2020100000","2020年度","30341","和歌山県 かつらぎ町","","15,967","","6,223","","3,071","","101,481","","X","","10,005","","47,943","","X","","X","","4,921","","22,400","","2,243","","388","","370","","1,229","","1,225","","66","","7,917","","879","","1,349","","0.36","","6,056,382","","1",""
"2020100000","2020年度","30343","和歌山県 九度山町","","3,856","","1,528","","1,187","","7,284","","0","","2,224","","801","","-","","-","","318","","1,095","","X","","50","","15","","153","","44","","X","","2,057","","233","","111","","0.21","","2,237,410","","1",""
"2020100000","2020年度","30344","和歌山県 高野町","","2,970","","1,408","","X","","X","","0","","1,752","","1,401","","X","","X","","1,573","","2,897","","565","","24","","X","","575","","131","","1,057","","479","","218","","2,014","","0.21","","2,333,653","","0",""
"2020100000","2020年度","30361","和歌山県 湯浅町","","11,122","","4,599","","235","","62,710","","0","","9,259","","8,207","","-","","21","","1,912","","26,445","","6,045","","113","","350","","817","","964","","302","","5,619","","1,472","","1,186","","0.35","","3,434,209","","1",""
"2020100000","2020年度","30362","和歌山県 広川町","","6,781","","2,481","","476","","22,485","","0","","3,427","","9,277","","886","","-","","492","","4,911","","X","","148","","X","","184","","502","","136","","1,612","","340","","108","","0.31","","2,728,872","","0",""
"2020100000","2020年度","30366","和歌山県 有田川町","","25,258","","9,506","","3,203","","158,019","","0","","27,085","","46,564","","852","","X","","7,098","","49,808","","1,245","","1,702","","X","","1,952","","4,651","","278","","8,790","","2,272","","4,320","","0.35","","9,948,752","","3",""
"2020100000","2020年度","30381","和歌山県 美浜町","","6,867","","2,863","","113","","20,546","","0","","2,602","","3,334","","-","","X","","202","","6,580","","237","","437","","X","","237","","459","","185","","5,504","","344","","324","","0.31","","2,294,136","","1",""
"2020100000","2020年度","30382","和歌山県 日高町","","7,673","","2,896","","188","","17,532","","0","","3,676","","3,828","","-","","X","","352","","6,008","","X","","48","","80","","876","","154","","49","","1,371","","375","","635","","0.31","","2,723,584","","0",""
"2020100000","2020年度","30383","和歌山県 由良町","","5,364","","2,261","","X","","X","","0","","2,653","","17,301","","X","","-","","332","","3,918","","X","","84","","90","","466","","215","","37","","2,319","","382","","226","","0.31","","2,549,443","","0",""
"2020100000","2020年度","30390","和歌山県 印南町","","7,720","","2,993","","394","","37,151","","0","","4,546","","17,761","","X","","X","","537","","7,374","","1,536","","62","","136","","460","","880","","253","","1,502","","717","","475","","0.34","","3,327,395","","0",""
"2020100000","2020年度","30391","和歌山県 みなべ町","","11,818","","4,277","","189","","75,193","","0","","8,597","","36,231","","-","","-","","1,861","","20,267","","2,161","","405","","291","","1,458","","406","","198","","2,049","","764","","503","","0.32","","5,246,777","","0",""
"2020100000","2020年度","30392","和歌山県 日高川町","","9,219","","3,592","","1,147","","45,170","","0","","13,505","","19,345","","X","","X","","304","","4,522","","X","","281","","80","","461","","324","","152","","2,604","","1,300","","396","","0.25","","5,595,336","","0",""
"2020100000","2020年度","30401","和歌山県 白浜町","","20,262","","9,382","","3,573","","87,649","","0","","8,352","","7,824","","X","","2,435","","1,681","","23,979","","833","","1,267","","X","","15,800","","1,380","","8,758","","9,078","","1,264","","3,802","","0.45","","7,085,024","","2",""
"2020100000","2020年度","30404","和歌山県 上富田町","","15,236","","6,368","","1,535","","77,618","","0","","6,239","","22,221","","81","","-","","2,573","","31,096","","633","","1,810","","622","","640","","2,304","","77","","7,216","","517","","1,589","","0.50","","3,785,887","","1",""
"2020100000","2020年度","30406","和歌山県 すさみ町","","3,685","","1,790","","X","","X","","0","","3,237","","2,952","","-","","X","","58","","2,410","","235","","83","","X","","614","","173","","39","","964","","479","","212","","0.20","","2,673,696","","1",""
"2020100000","2020年度","30421","和歌山県 那智勝浦町","","14,137","","6,795","","487","","54,152","","0","","6,455","","2,063","","-","","X","","1,637","","24,526","","2,260","","795","","X","","4,629","","2,989","","167","","4,507","","1,661","","1,938","","0.33","","4,983,721","","2",""
"2020100000","2020年度","30422","和歌山県 太地町","","2,791","","1,315","","421","","3,416","","0","","375","","X","","-","","X","","-","","1,323","","X","","29","","X","","317","","214","","32","","X","","X","","137","","0.18","","1,483,691","","0",""
"2020100000","2020年度","30424","和歌山県 古座川町","","2,480","","1,248","","676","","4,245","","0","","1,053","","748","","-","","-","","-","","991","","X","","X","","27","","105","","56","","6","","983","","136","","106","","0.14","","2,146,544","","0",""
"2020100000","2020年度","30427","和歌山県 北山村","","404","","223","","X","","X","","0","","1,400","","X","","-","","-","","-","","13","","-","","X","","0","","8","","205","","-","","X","","X","","16","","0.14","","633,458","","0",""
"2020100000","2020年度","30428","和歌山県 串本町","","14,959","","7,398","","4,369","","48,870","","0","","6,790","","3,593","","X","","85","","1,002","","19,725","","3,616","","701","","X","","1,981","","2,082","","415","","5,568","","1,717","","1,230","","0.26","","6,007,604","","3",""
"2020100000","2020年度","31201","鳥取県 鳥取市","","188,465","","77,029","","7,883","","1,818,551","","X","","126,318","","271,616","","15,267","","X","","39,386","","502,185","","181,463","","35,194","","21,807","","24,007","","37,991","","15,385","","456,977","","8,368","","49,966","","0.52","","47,148,841","","12",""
"2020100000","2020年度","31202","鳥取県 米子市","","147,317","","62,134","","3,626","","1,259,243","","0","","128,086","","168,229","","27,643","","25,293","","83,138","","473,623","","87,904","","27,324","","20,126","","28,547","","30,050","","9,899","","106,201","","9,017","","34,164","","0.68","","28,104,974","","12",""
"2020100000","2020年度","31203","鳥取県 倉吉市","","46,485","","18,309","","1,837","","382,070","","X","","34,658","","122,546","","189","","X","","7,282","","117,621","","29,997","","4,043","","6,344","","7,076","","5,280","","4,143","","30,875","","2,888","","7,218","","0.45","","13,557,981","","9",""
"2020100000","2020年度","31204","鳥取県 境港市","","32,740","","13,128","","14,509","","279,035","","0","","11,719","","80,677","","X","","X","","16,217","","129,164","","5,569","","1,041","","1,256","","3,938","","4,132","","543","","12,840","","1,249","","7,420","","0.57","","7,569,979","","2",""
"2020100000","2020年度","31302","鳥取県 岩美町","","10,799","","3,926","","3,920","","33,893","","0","","3,721","","15,318","","-","","-","","1,434","","8,779","","470","","X","","X","","543","","203","","22","","1,444","","1,278","","636","","0.27","","4,278,724","","1",""
"2020100000","2020年度","31325","鳥取県 若桜町","","2,864","","1,182","","205","","7,971","","0","","1,445","","2,403","","-","","-","","X","","1,974","","323","","X","","X","","309","","42","","7","","742","","327","","88","","0.13","","2,249,977","","0",""
"2020100000","2020年度","31328","鳥取県 智頭町","","6,427","","2,400","","635","","18,557","","0","","2,601","","5,976","","-","","-","","2,098","","5,143","","428","","38","","38","","143","","76","","102","","1,145","","508","","261","","0.21","","3,983,221","","1",""
"2020100000","2020年度","31329","鳥取県 八頭町","","15,937","","5,326","","1,648","","39,459","","0","","11,126","","5,295","","X","","250","","X","","11,716","","3,010","","196","","63","","231","","744","","38","","3,843","","1,771","","338","","0.23","","6,542,769","","0",""
"2020100000","2020年度","31364","鳥取県 三朝町","","6,060","","2,230","","65","","14,802","","0","","597","","1,866","","-","","-","","203","","3,095","","194","","313","","71","","4,268","","93","","421","","3,247","","351","","83","","0.24","","3,008,929","","1",""
"2020100000","2020年度","31370","鳥取県 湯梨浜町","","16,055","","5,682","","382","","43,881","","0","","4,597","","6,565","","474","","X","","1,040","","16,641","","734","","X","","292","","1,910","","5,308","","711","","4,047","","540","","652","","0.27","","5,859,482","","0",""
"2020100000","2020年度","31371","鳥取県 琴浦町","","16,365","","5,769","","5,128","","111,756","","0","","19,406","","50,424","","-","","X","","1,795","","25,743","","2,402","","X","","471","","1,092","","3,332","","188","","3,903","","905","","1,194","","0.31","","6,196,456","","0",""
"2020100000","2020年度","31372","鳥取県 北栄町","","14,228","","4,987","","1,826","","54,421","","X","","6,782","","7,151","","446","","X","","3,220","","23,960","","2,851","","1,483","","303","","312","","764","","605","","2,573","","689","","3,127","","0.30","","5,236,410","","0",""
"2020100000","2020年度","31384","鳥取県 日吉津村","","3,501","","1,243","","220","","35,046","","0","","4,759","","2,566","","-","","X","","-","","22,740","","X","","132","","332","","1,338","","1,174","","11","","1,000","","98","","544","","0.61","","1,448,842","","0",""
"2020100000","2020年度","31386","鳥取県 大山町","","15,370","","5,247","","6,870","","57,294","","0","","6,052","","19,136","","X","","X","","1,607","","20,233","","427","","252","","495","","978","","812","","110","","3,810","","1,061","","446","","0.27","","6,714,959","","0",""
"2020100000","2020年度","31389","鳥取県 南部町","","10,323","","3,548","","761","","49,438","","0","","1,715","","36,307","","-","","X","","367","","5,759","","163","","X","","153","","456","","480","","721","","2,425","","510","","347","","0.27","","4,430,987","","1",""
"2020100000","2020年度","31390","鳥取県 伯耆町","","10,696","","3,648","","696","","34,402","","X","","2,910","","7,424","","X","","X","","485","","10,493","","2,449","","324","","176","","1,045","","4,022","","26","","3,881","","534","","315","","0.30","","4,846,726","","2",""
"2020100000","2020年度","31401","鳥取県 日南町","","4,196","","1,791","","3,252","","13,067","","0","","3,595","","1,982","","X","","-","","460","","4,475","","X","","136","","155","","154","","140","","X","","828","","727","","200","","0.17","","3,793,087","","1",""
"2020100000","2020年度","31402","鳥取県 日野町","","2,907","","1,210","","389","","9,430","","X","","1,647","","1,141","","-","","-","","312","","3,600","","350","","164","","53","","177","","49","","X","","981","","309","","216","","0.18","","2,330,176","","1",""
"2020100000","2020年度","31403","鳥取県 江府町","","2,672","","953","","69","","12,826","","0","","1,449","","5,453","","-","","-","","2,769","","1,350","","X","","X","","X","","368","","19","","-","","809","","249","","59","","0.32","","2,272,578","","0",""
"2020100000","2020年度","32201","島根県 松江市","","203,616","","85,593","","3,778","","2,659,805","","X","","190,421","","140,564","","413,992","","62,429","","46,964","","739,419","","246,780","","52,460","","29,812","","32,773","","30,893","","22,390","","563,963","","X","","71,685","","0.58","","50,424,996","","11",""
"2020100000","2020年度","32202","島根県 浜田市","","54,592","","24,370","","7,023","","476,274","","X","","46,841","","68,000","","71,959","","X","","15,415","","132,083","","44,396","","5,035","","16,778","","7,935","","11,898","","6,739","","33,863","","3,035","","9,907","","0.40","","20,151,715","","4",""
"2020100000","2020年度","32203","島根県 出雲市","","172,775","","64,408","","9,623","","1,430,375","","597","","120,973","","557,169","","21,230","","7,138","","29,703","","374,712","","60,374","","19,141","","24,641","","23,859","","27,786","","10,803","","84,881","","12,483","","54,887","","0.56","","42,528,849","","11",""
"2020100000","2020年度","32204","島根県 益田市","","45,003","","18,870","","10,097","","268,986","","248","","40,867","","47,862","","4,371","","920","","5,433","","89,855","","12,548","","3,288","","5,648","","4,695","","12,234","","2,359","","28,503","","2,809","","7,346","","0.40","","14,831,189","","3",""
"2020100000","2020年度","32205","島根県 大田市","","32,846","","13,343","","7,584","","171,500","","532","","22,026","","45,256","","X","","X","","4,160","","57,039","","7,714","","1,494","","1,492","","2,778","","4,982","","839","","13,820","","3,838","","3,900","","0.29","","13,751,312","","2",""
"2020100000","2020年度","32206","島根県 安来市","","37,062","","12,835","","1,914","","266,557","","X","","18,565","","153,914","","X","","X","","15,028","","46,083","","5,995","","1,254","","1,116","","2,655","","3,199","","934","","10,890","","1,642","","4,460","","0.38","","14,978,281","","2",""
"2020100000","2020年度","32207","島根県 江津市","","22,959","","9,953","","1,626","","172,894","","338","","21,971","","47,206","","3,002","","141","","3,199","","32,016","","8,018","","1,284","","1,105","","1,957","","3,977","","1,526","","43,121","","705","","3,327","","0.35","","9,381,326","","3",""
"2020100000","2020年度","32209","島根県 雲南市","","36,007","","12,432","","6,504","","206,666","","0","","21,299","","93,467","","101","","124","","3,830","","53,568","","8,054","","2,044","","1,457","","1,570","","4,231","","338","","11,795","","1,618","","3,171","","0.26","","17,426,448","","3",""
"2020100000","2020年度","32343","島根県 奥出雲町","","11,849","","4,356","","3,478","","56,228","","X","","6,526","","25,242","","-","","20","","1,085","","14,384","","684","","X","","198","","1,038","","343","","459","","3,085","","481","","412","","0.17","","7,647,613","","1",""
"2020100000","2020年度","32386","島根県 飯南町","","4,577","","1,769","","2,822","","18,514","","0","","2,600","","7,803","","X","","X","","426","","4,409","","X","","X","","234","","543","","225","","X","","1,255","","489","","158","","0.14","","4,530,834","","1",""
"2020100000","2020年度","32441","島根県 川本町","","3,248","","1,407","","322","","17,485","","0","","4,797","","1,156","","-","","X","","X","","5,746","","359","","75","","382","","226","","344","","-","","2,395","","130","","471","","0.16","","2,470,842","","1",""
"2020100000","2020年度","32448","島根県 美郷町","","4,355","","1,844","","805","","18,436","","0","","2,937","","1,223","","9,709","","-","","128","","1,899","","X","","91","","129","","X","","162","","11","","1,569","","234","","85","","0.14","","4,000,130","","0",""
"2020100000","2020年度","32449","島根県 邑南町","","10,163","","3,994","","1,466","","35,440","","X","","5,382","","8,896","","X","","X","","988","","10,948","","488","","70","","726","","524","","219","","120","","5,757","","526","","458","","0.17","","7,119,745","","1",""
"2020100000","2020年度","32501","島根県 津和野町","","6,875","","3,090","","775","","18,468","","X","","6,315","","1,484","","-","","X","","779","","4,952","","557","","49","","192","","570","","178","","X","","2,387","","361","","594","","0.17","","5,002,388","","1",""
"2020100000","2020年度","32505","島根県 吉賀町","","6,077","","2,833","","1,225","","27,294","","0","","3,314","","11,202","","-","","-","","872","","6,176","","214","","279","","83","","250","","114","","114","","3,610","","349","","718","","0.18","","4,074,911","","1",""
"2020100000","2020年度","32525","島根県 海士町","","2,267","","1,068","","687","","5,194","","0","","833","","X","","-","","X","","599","","1,250","","137","","0","","103","","321","","258","","X","","X","","291","","355","","0.10","","3,078,164","","0",""
"2020100000","2020年度","32526","島根県 西ノ島町","","2,788","","1,415","","1,524","","9,266","","0","","2,417","","857","","-","","-","","850","","2,817","","X","","9","","28","","418","","355","","X","","802","","258","","231","","0.11","","3,108,000","","1",""
"2020100000","2020年度","32527","島根県 知夫村","","634","","350","","0","","964","","0","","260","","X","","-","","-","","X","","201","","-","","0","","0","","X","","64","","-","","X","","X","","38","","0.08","","997,358","","0",""
"2020100000","2020年度","32528","島根県 隠岐の島町","","13,433","","5,962","","5,445","","56,428","","X","","14,704","","2,424","","X","","213","","1,573","","21,904","","2,654","","422","","1,029","","1,589","","2,895","","36","","4,480","","481","","1,696","","0.20","","8,730,876","","1",""
"2020100000","2020年度","33100","岡山県 岡山市","","724,691","","327,620","","15,815","","9,274,410","","1,213","","762,269","","1,094,747","","19,698","","184,596","","314,775","","3,349,353","","666,021","","455,208","","165,908","","135,738","","228,109","","117,136","","1,469,242","","31,409","","278,986","","0.79","","166,546,013","","56",""
"2020100000","2020年度","33101","岡山県 岡山市 北区","","314,523","","155,323","","7,466","","6,046,558","","785","","428,351","","346,515","","2,838","","154,999","","128,423","","2,164,990","","607,586","","233,605","","138,844","","102,481","","132,027","","96,155","","1,299,513","","20,624","","188,822","","-","","-","","28",""
"2020100000","2020年度","33102","岡山県 岡山市 中区","","149,232","","65,547","","364","","841,830","","X","","91,306","","145,719","","X","","10,975","","54,574","","316,074","","26,262","","13,577","","10,528","","13,920","","39,936","","9,803","","66,349","","3,099","","27,949","","-","","-","","11",""
"2020100000","2020年度","33103","岡山県 岡山市 東区","","93,108","","37,471","","4,517","","697,663","","X","","40,305","","342,880","","X","","1,144","","38,811","","140,289","","21,424","","16,502","","3,435","","5,442","","20,860","","7,612","","34,105","","3,720","","20,550","","-","","-","","8",""
"2020100000","2020年度","33104","岡山県 岡山市 南区","","167,828","","69,279","","3,467","","1,688,360","","0","","202,308","","259,633","","4,945","","17,477","","92,968","","728,000","","10,750","","191,524","","13,101","","13,896","","35,286","","3,565","","69,275","","3,966","","41,665","","-","","-","","9",""
"2020100000","2020年度","33202","岡山県 倉敷市","","474,592","","199,082","","5,717","","6,664,872","","1,604","","437,934","","3,549,450","","226,388","","15,347","","235,910","","1,160,797","","179,291","","84,679","","161,348","","56,822","","85,182","","46,791","","298,955","","8,509","","115,865","","0.87","","99,800,569","","36",""
"2020100000","2020年度","33203","岡山県 津山市","","99,937","","41,213","","8,955","","844,622","","279","","68,658","","215,759","","21,439","","4,627","","46,614","","266,832","","58,125","","16,317","","9,563","","14,343","","24,142","","5,547","","59,583","","4,073","","28,720","","0.54","","25,805,611","","10",""
"2020100000","2020年度","33204","岡山県 玉野市","","56,531","","24,090","","282","","533,342","","X","","25,080","","328,659","","1,767","","1,128","","19,079","","87,158","","8,458","","4,177","","12,321","","4,347","","9,776","","1,555","","21,660","","X","","6,478","","0.58","","13,964,251","","7",""
"2020100000","2020年度","33205","岡山県 笠岡市","","46,088","","18,466","","9,478","","355,977","","100","","28,453","","167,648","","185","","1,882","","16,563","","77,569","","13,714","","4,352","","4,145","","2,967","","6,048","","1,286","","20,184","","2,446","","8,436","","0.58","","12,697,336","","5",""
"2020100000","2020年度","33207","岡山県 井原市","","38,384","","14,732","","4,243","","261,859","","0","","17,665","","154,147","","X","","1,072","","9,865","","44,476","","7,441","","1,243","","1,340","","1,929","","4,563","","795","","13,152","","X","","2,681","","0.42","","12,170,363","","3",""
"2020100000","2020年度","33208","岡山県 総社市","","69,030","","27,110","","1,007","","473,338","","0","","26,364","","237,893","","357","","365","","32,291","","107,147","","16,846","","3,223","","1,919","","5,063","","9,729","","3,878","","20,900","","1,611","","5,753","","0.61","","15,154,011","","3",""
"2020100000","2020年度","33209","岡山県 高梁市","","29,072","","12,886","","5,117","","255,571","","X","","27,675","","120,367","","16,891","","X","","6,371","","43,440","","6,591","","2,744","","1,952","","2,254","","2,245","","3,464","","14,512","","1,841","","3,640","","0.32","","13,924,591","","4",""
"2020100000","2020年度","33210","岡山県 新見市","","28,079","","11,324","","3,862","","180,810","","2,317","","18,999","","83,162","","798","","718","","6,686","","39,253","","4,419","","1,195","","1,064","","1,579","","1,977","","1,978","","11,278","","2,949","","2,438","","0.25","","15,916,105","","4",""
"2020100000","2020年度","33211","岡山県 備前市","","32,320","","13,486","","1,301","","423,408","","X","","13,710","","271,891","","X","","279","","36,346","","61,281","","9,225","","1,519","","6,615","","2,164","","3,626","","349","","8,428","","3,512","","4,311","","0.45","","11,607,790","","4",""
"2020100000","2020年度","33212","岡山県 瀬戸内市","","36,048","","14,068","","2,816","","336,396","","0","","14,524","","227,400","","X","","41","","13,483","","46,091","","2,998","","1,888","","916","","2,695","","1,957","","561","","10,426","","X","","12,481","","0.58","","10,820,045","","4",""
"2020100000","2020年度","33213","岡山県 赤磐市","","42,661","","16,439","","1,670","","216,872","","273","","16,257","","118,974","","-","","35","","8,052","","43,020","","5,263","","356","","601","","2,072","","2,910","","1,580","","14,005","","779","","2,694","","0.46","","11,438,732","","1",""
"2020100000","2020年度","33214","岡山県 真庭市","","42,725","","15,845","","4,541","","279,715","","464","","27,857","","114,711","","11","","931","","7,651","","80,188","","8,232","","1,550","","1,662","","4,914","","6,380","","506","","18,964","","1,463","","4,232","","0.30","","19,429,583","","7",""
"2020100000","2020年度","33215","岡山県 美作市","","25,939","","10,793","","1,928","","133,389","","0","","14,667","","60,961","","X","","200","","X","","27,201","","5,938","","2,188","","1,219","","3,933","","2,068","","791","","7,361","","1,056","","2,062","","0.27","","13,698,457","","3",""
"2020100000","2020年度","33216","岡山県 浅口市","","32,772","","12,615","","764","","146,642","","0","","6,854","","66,957","","86","","101","","9,333","","41,141","","3,745","","857","","478","","925","","1,672","","2,548","","8,885","","458","","2,603","","0.45","","8,760,503","","2",""
"2020100000","2020年度","33346","岡山県 和気町","","13,623","","5,296","","2,005","","65,271","","0","","3,961","","34,616","","-","","X","","2,724","","12,952","","1,158","","483","","238","","445","","1,041","","72","","6,525","","X","","564","","0.32","","5,353,847","","2",""
"2020100000","2020年度","33423","岡山県 早島町","","12,368","","4,522","","0","","327,214","","0","","10,676","","14,276","","-","","X","","36,310","","231,639","","800","","8,584","","1,026","","1,042","","5,638","","150","","8,591","","X","","8,319","","0.73","","2,989,125","","1",""
"2020100000","2020年度","33445","岡山県 里庄町","","10,950","","4,138","","0","","122,213","","0","","974","","95,265","","X","","-","","1,622","","16,170","","X","","314","","273","","481","","1,409","","25","","3,931","","254","","1,013","","0.58","","2,682,939","","1",""
"2020100000","2020年度","33461","岡山県 矢掛町","","13,414","","5,000","","8,297","","76,327","","X","","6,530","","45,913","","-","","175","","2,571","","13,666","","1,320","","151","","210","","472","","767","","94","","3,188","","X","","619","","0.36","","4,997,241","","2",""
"2020100000","2020年度","33586","岡山県 新庄村","","813","","331","","463","","1,821","","0","","309","","622","","-","","-","","X","","691","","-","","0","","X","","9","","X","","X","","X","","X","","4","","0.21","","995,063","","0",""
"2020100000","2020年度","33606","岡山県 鏡野町","","12,062","","4,643","","3,161","","97,338","","0","","7,399","","27,442","","27","","X","","2,929","","45,883","","X","","57","","4,073","","801","","1,032","","18","","4,587","","469","","2,131","","0.31","","7,133,631","","2",""
"2020100000","2020年度","33622","岡山県 勝央町","","10,888","","4,089","","837","","229,669","","X","","6,594","","186,010","","X","","X","","9,523","","16,230","","787","","800","","92","","571","","1,030","","777","","5,778","","325","","489","","0.52","","3,829,212","","1",""
"2020100000","2020年度","33623","岡山県 奈義町","","5,578","","1,942","","1,925","","42,031","","0","","3,280","","32,462","","43","","-","","X","","3,655","","-","","0","","65","","217","","47","","4","","X","","212","","316","","0.32","","2,700,702","","0",""
"2020100000","2020年度","33643","岡山県 西粟倉村","","1,398","","575","","348","","3,400","","0","","917","","1,142","","-","","X","","-","","579","","-","","X","","X","","36","","X","","12","","191","","X","","19","","0.13","","1,626,255","","0",""
"2020100000","2020年度","33663","岡山県 久米南町","","4,530","","1,793","","1,939","","16,778","","0","","740","","10,561","","238","","-","","X","","2,830","","-","","X","","98","","161","","34","","X","","1,708","","157","","182","","0.24","","2,638,924","","0",""
"2020100000","2020年度","33666","岡山県 美咲町","","13,053","","5,028","","10,357","","74,673","","0","","7,632","","40,427","","-","","X","","X","","6,246","","427","","102","","483","","209","","522","","31","","3,753","","514","","11,642","","0.25","","6,895,649","","1",""
"2020100000","2020年度","33681","岡山県 吉備中央町","","10,886","","4,283","","854","","74,976","","0","","3,564","","50,070","","-","","62","","542","","8,579","","435","","108","","68","","450","","239","","1,969","","6,891","","487","","1,512","","0.29","","5,467,992","","2",""
"2020100000","2020年度","34100","広島県 広島市","","1,200,754","","555,123","","7,317","","20,159,505","","1,322","","1,701,391","","2,902,249","","555,396","","690,461","","544,330","","8,087,544","","1,244,219","","743,679","","319,721","","173,749","","304,303","","152,183","","2,120,854","","32,192","","585,912","","0.83","","288,342,107","","84",""
"2020100000","2020年度","34101","広島県 広島市 中区","","142,699","","81,602","","534","","7,742,192","","X","","681,100","","105,069","","X","","559,976","","39,731","","2,641,514","","890,338","","412,033","","148,227","","77,222","","71,110","","27,283","","1,322,427","","8,225","","295,453","","-","","-","","20",""
